id,id,created_at,description,location,protected,followers_count,following_count,tweet_count,listed_count,UK,US
2325595633,2325595633,2014-02-03T14:52:32.000Z,If you're not asking questions you're not learning. Always question authority. Biz owner. Independent AF. Your Blue Check means nothing to me.,"Arkansas, USA",False,166,556,10071,0,False,False
989240934448513025,989240934448513025,2018-04-25T20:33:12.000Z,#blacklivesmatter | 20 | fan account,,False,6006,3414,17400,15,False,False
889759684235866113,889759684235866113,2017-07-25T08:10:14.000Z,Pretty & out of the mix 💅🏼🥰,"Atlanta, GA",False,898,369,2669,1,False,False
29154705,29154705,2009-04-06T06:09:56.000Z,Music Junkie 💚 OK to MN 💜 Food Lover 💚 Stoner 💜 Fashion 💚 #BLM 🖤✊🏾,,False,124,438,5531,1,False,False
406165180,406165180,2011-11-06T10:16:19.000Z,I am boy face BUSINESS CONTACT: caddicarus@28thave.com Order my LIMITED EDITION blu ray here! https://t.co/Cdhw0y49E3,UK,False,163337,1311,15459,287,True,False
1380422521657303043,1380422521657303043,2021-04-09T07:29:29.000Z,good riddance,kenz | she/her 21 🤍,False,170,234,7303,4,False,False
221610710,221610710,2010-12-01T03:26:27.000Z,R.I.P Uncle Rudy!!! #RudyWorld,Baltimore,False,861,2239,46758,1,False,False
99794327,99794327,2009-12-27T22:13:18.000Z,🌱♑️,"Wellington City, New Zealand",False,52,213,8551,0,False,True
1472203536624664576,1472203536624664576,2021-12-18T13:57:18.000Z,Life is short & so am I 😉,The Netherlands,False,140,289,1724,1,False,False
562616877,562616877,2012-04-25T02:46:44.000Z,"Wife, Mother and Homemaker. Proud to be the wife of a former Marine...Semper Fi!!  Thank you to all who serve, past, present and future!!","Bailey, CO",False,53,149,2410,0,False,False
1489478997448835074,1489478997448835074,2022-02-04T06:00:58.000Z,I play video games. Comic collector. Yu-Gi-Oh! duelist. Funko enthusiast. Pokemon Go level 41. Check out my TikTok!,"Detroit, MI",False,18,81,233,0,False,False
242595359,242595359,2011-01-25T04:08:47.000Z,My Tweets Are All Props.,United States Of Florida,False,756,539,86983,3,False,True
1416796628363714561,1416796628363714561,2021-07-18T16:27:08.000Z,sports bettor exploring the metaverse,"Philadelphia, PA",False,253,399,933,10,False,False
1266901256402022413,1266901256402022413,2020-05-31T01:16:21.000Z,if you are looking at this after I had a argument with you. L + RATIO,yo mamas crib,False,80,365,1125,2,False,False
1419802495929360386,1419802495929360386,2021-07-26T23:31:31.000Z,"Find peace, love yourself 🌱🧘🏻‍♀️✨","Phoenix, AZ",False,92,148,1013,1,False,False
577888113,577888113,2012-05-12T06:45:27.000Z,im not doing that,LA,False,240,573,17026,1,False,False
2496794346,2496794346,2014-05-15T17:33:42.000Z,25 y/o ultra sensitive brain dead gorl ♡,zuckerberg's lab,False,133,608,11195,4,False,False
1238871661102931970,1238871661102931970,2020-03-14T16:57:03.000Z,"🔞NSFW!Content🔞Writer/30+/Them/Spideypool/VLD/BNHA/Sk8/KNY/BL shows/art/comics/films
https://t.co/zc2h3AQxWd
💗💛💙
https://t.co/wacAgJlget
❤pfp: Gensy",,False,934,516,64488,11,False,False
752047562706784256,752047562706784256,2016-07-10T07:51:26.000Z,"21 | MSM
FC:27785061JF  |
I mainly tweet about Fortnite and MSM |

Profile Picture by @Aprikao                       

SAC: Lorenz-4734 (#ad)          

he/him",🇩🇪,False,1378,1094,125577,24,False,False
317389507,317389507,2011-06-14T21:26:12.000Z,"Tailored Access Operations since 1989

- Not Scarlett's Dad - Guitarist - Mentalist - Quantum Djinn Slayer -

Rectum? Damn near Uranus!",Toronto,False,720,207,21587,27,False,False
1455099168276418569,1455099168276418569,2021-11-01T09:08:15.000Z,Retired I.T. Project Manager - WIFE of USAF Veteran - Anti Liberal - I cancelled my subscription to Twitter.  Not paying $11 monthly just to get censored.,Planet earth,False,4408,4827,17122,0,False,False
797805290376851456,797805290376851456,2016-11-13T14:16:18.000Z,New Yorker. Mom. Wife. Coffee drinker. Bourbon lover. She/her, NYC,False,136,775,4154,1,False,False
910957067086782465,910957067086782465,2017-09-21T20:01:04.000Z,I held on when you pulled away,,False,6690,501,29304,22,False,False
1420646100738854918,1420646100738854918,2021-07-29T07:24:03.000Z,my secret is that im really fucking stupid,yes,False,20,155,707,0,False,False
1361453758757171200,1361453758757171200,2021-02-15T23:15:17.000Z,"Queer writer, organiser and performance poet. They/them",,False,225,502,5369,1,False,False
2564302187,2564302187,2014-05-25T23:20:44.000Z,"50% Playwright | 50% Flight Attendant
100% Faking it till I make it

he/him",,False,272,646,1338,0,False,False
1325274987368869888,1325274987368869888,2020-11-08T03:12:53.000Z,Truth to Power 🇨🇦 🇺🇸,Broken Canada,False,977,51,27980,7,False,False
130015662,130015662,2010-04-06T02:20:13.000Z,27 / bi,,False,2224,92,86415,8,False,False
14249393,14249393,2008-03-29T04:57:28.000Z,Don’t tell anyone but I’m a Ninja. Hashtag host for @WhoopiesMind. RTs are obviously endorsements unless I mock them. @GhostlyClark & @clark_gasm_ 👻,In your pantry eating ur chips,False,10395,8348,195955,70,False,False
4907269646,4907269646,2016-02-14T15:40:04.000Z,"I'm not perfect and don't claim to be. Be kind to yourself, animals and others.   TRUMP LOST!!! VOTE BLUE!! EQUAL RIGHTS FOR ALL!!!!","Arlington, TX",False,1904,4907,3932,1,False,True
217359148,217359148,2010-11-19T09:17:13.000Z,The Carmel Dip.,Hallucinating a Mile High,False,730,561,33579,17,False,False
31536849,31536849,2009-04-15T22:05:06.000Z,dyke ♌️♎️♏️,"Providence, RI",False,2555,407,14289,15,False,False
88357443,88357443,2009-11-08T05:21:47.000Z,Queer Non-binary RN. They/Them. #blacklivesmatter,On your left,False,5030,1444,293185,155,False,False
48071844,48071844,2009-06-17T19:00:04.000Z,"Doing new stuff. Asking big questions. Priors: NPR’s Morning Edition, UpFirst, ABC News","DC is my home. Idaho, my heart",False,119822,2815,7193,963,False,False
97046418,97046418,2009-12-15T19:39:06.000Z,"He/him. Music and hockey mostly. Cleveland, Columbus, & Kraken fan","Cleveland, OH",False,2191,2748,324394,58,False,True
23651510,23651510,2009-03-10T20:37:10.000Z,probably tweeting about reality TV • he/him • gay • leo • venezuelan • short king,"Orlando, FL",False,360,334,4720,1,False,False
1476918085479284738,1476918085479284738,2021-12-31T14:08:17.000Z,#CLIFF: This is what i wear. Fck you. | any | 19 | James' Dumb Blonde | #1 creeping death stan,Making out w/ James,False,563,498,84371,22,False,False
588732273,588732273,2012-05-23T23:11:38.000Z,"Studied Neuroscience, History, Philosophy, and Sociology. Powerlifting… something like a marxist👹 Main academia historical focus is on political philosophy",‘23,False,372,674,12892,2,False,False
1961778140,1961778140,2013-10-15T03:05:58.000Z,Lives on Dharawal country,"Wollongong, New South Wales",False,679,403,20795,0,True,False
37872227,37872227,2009-05-05T06:26:14.000Z,Actor; Singer; Sound Tech; Thtr Makeup; Wife-Mother-Homemaker-Peacemaker-Lover-Friend-Nurse; Love Music-Sing-Dance; Integrity-Loyalty-Confidentiality Virtues,New Mexico,False,88,104,955,1,False,False
208317843,208317843,2010-10-27T01:57:35.000Z,"pizza/pizzas. just your friendly neighbourhood spider mhan (MD). I swear a lot, mostly because I’m so fucking tired of this utter bullshit.",Russia,False,61,340,2076,1,False,False
891199887496302592,891199887496302592,2017-07-29T07:33:05.000Z,"vegan, owned by two greyhounds, crafty (makes greyhound statues and soaps, not sneaky 😉) Melbourne Storm member. No DMs please unless requested. 🙂",Wurundjeri country,False,1179,1484,37396,3,False,False
256675114,256675114,2011-02-23T21:14:28.000Z,probably taking a nap or eating pizza,"Ohio, USA",False,1683,1441,76354,12,False,False
3207419711,3207419711,2015-04-25T20:02:15.000Z,Hehe,,False,1332,430,49666,19,False,False
1257844807893991424,1257844807893991424,2020-05-06T01:29:17.000Z,it’s all happening!,22 she/her,False,1105,297,31333,31,False,False
791752212267532288,791752212267532288,2016-10-27T21:23:32.000Z,"Nzuchi Times is a fast-growing news site with deep financial, entertainment, society, politics, media, tech, and other industry verticals.",USA,False,600,4,367239,5,False,False
43326045,43326045,2009-05-29T13:08:01.000Z,"#lifestylemedicine #plantbased #vegan #Christianity #Jesus #straightedge #meded #GiftedEd|Tweets≠advice, my own, some parody|RT≠endorsement John 3:16 ✝️ (His)","Chicago, IL",False,8194,8894,282607,348,False,False
1453769040573476865,1453769040573476865,2021-10-28T17:02:13.000Z,(THOT)Your Classic Black Marilyn Monroe 🤍L(G)BTQIA+🖤Stay Aware & Protected 🖤Safe Space For All 🤍He/She/They ITZ BARBIE BTCH 🦄 Nicki Noticed 3x ❕,,False,338,505,10447,1,False,False
276945706,276945706,2011-04-04T11:57:39.000Z,its only meeeeeeeeeeeee ☺,"Manchester, England",False,562,799,23834,5,False,False
21526516,21526516,2009-02-21T23:18:08.000Z,"Freelance Tech / B2B Writer / EE Times Contributor / Content Strategist. Theatre Lover. Comic Book + Lego + Vinyl Collector. Ballroom Dancer, briefly. Big Nerd.","Toronto, sometimes Ottawa",False,1277,863,26378,88,False,False
28533585,28533585,2009-04-03T09:40:30.000Z,sharer of random thoughts and Eurovision stan 24/7 365,30 | UK,False,1846,673,164905,10,True,False
1328332131735658497,1328332131735658497,2020-11-16T13:40:43.000Z,• cfc & f1 • ceo of parasocial relationships,"nc , 17",False,199,336,17338,4,False,False
609748406,609748406,2012-06-16T06:29:11.000Z,Chicago Based | UCI Drama Alum | Neo-Futurist | Queer Artist | New Mexican | she/they,"Chicago, IL",False,141,371,3031,0,False,False
1312893289016721414,1312893289016721414,2020-10-04T23:12:27.000Z,in my new era,,False,611,576,25812,7,False,False
853982412,853982412,2012-09-30T02:48:18.000Z,she became a victim to my busy schedule,toronto ⚢,False,10980,1645,60278,92,False,False
2298621493,2298621493,2014-01-18T22:37:32.000Z,"Nerd with a potty mouth.  ""In the middle lane with my right signal on"" Canadian. Love my country hate this liberal gov't. #LetWomenSpeak",,False,315,556,5284,2,False,False
1083587988821442560,1083587988821442560,2019-01-11T04:54:43.000Z,she/her. dog mom. clown energy.,,False,76,282,5104,0,False,False
27239297,27239297,2009-03-28T14:46:18.000Z,,,False,3648,1082,62565,50,False,False
1317574423004602368,1317574423004602368,2020-10-17T21:14:11.000Z,Owner of @foxcurations 🫧 OnlyFans superstar: newgirlbianca. Londoner and proud!,London she/her,False,15708,7415,53674,21,True,False
418347589,418347589,2011-11-22T02:16:40.000Z,"Single -Birthday March 21, 1948","Mesa, Arizona",False,130,680,40516,1,False,False
160013117,160013117,2010-06-26T23:42:03.000Z,Managing directly.,Toronto,False,221,344,1599,3,False,False
1419996721187328009,1419996721187328009,2021-07-27T12:23:02.000Z,"She/her
I love drawing cute girls 
commissions are open ☽༓･*",,False,53,118,318,0,False,False
