TWEET_ID,AUTHOR_COVID,AUTHOR_SYMPTOMS,FAMILY,FAMILY_COVID,FAMILY_SYMPTOMS
1503653117732265984,False,False,False,False,False,
1345295725073215491,False,True,True,False,True,
1410993890174410754,True,False,False,False,False,
1245623236148125704,False,True,True,False,False,
1442888096786227203,False,False,True,True,False,
1457848466684747778,False,False,False,False,False,
1389514992689586177,False,False,False,False,False,
1476177436303933443,True,False,False,False,False,
1422632319828086791,False,False,False,False,False,
1502308088212344833,True,False,False,False,False,
1396191320025092096,False,True,True,False,False,
1239201699342016512,False,False,False,False,False,
1364983988029374465,False,False,False,False,False,
1304836966056419328,False,True,False,False,False,
1433946312567820292,False,False,False,False,False,
1252142916304162822,False,False,False,False,False,
1364337169964412929,False,False,False,False,False,
1342247494512742411,True,False,True,True,False,
1435574409520205832,True,True,False,False,False,
1320630536985956352,False,False,False,False,False,
1310912597177372673,False,False,False,False,False,
1397231011835035660,False,False,True,False,False,
1318245233008758784,False,False,True,False,False,
1455280672168366081,False,False,False,False,False,
1443502368168071168,False,False,False,False,False,
1311904235634724865,False,False,False,False,False,
1438560536757743618,False,True,False,False,False,
1479406149220896774,True,True,False,False,False,
1392086060553867264,False,False,False,False,False,
1474698725620649987,False,False,False,False,False,
1364661984998940678,False,False,True,True,False,
1358709571955683328,False,False,False,False,False,
1437703085414129666,True,False,True,True,False,
1313200224639172611,True,False,False,False,False,
1445752852928888835,False,False,False,False,False,
1350155842318966785,False,False,False,False,False,
1375484739663052809,False,True,False,False,False,
1478110421508931589,True,False,True,True,False,
1464206652790423555,False,False,False,False,False,
1423231586208817154,False,False,False,False,False,
1472519364419076097,False,False,False,False,False,
1242143152150061058,False,False,True,True,False,
1440407180847423492,False,False,True,False,False,
1395804318683516930,False,False,False,False,False,
1427882637310496769,False,False,False,False,False,
1453016552421343238,False,False,False,False,False,
1350459552098082822,False,False,False,False,False,
1412089763327365124,True,True,False,False,False,
1470180931118014465,False,False,False,False,False,
1470746540507549702,False,False,False,False,False,
1461601831453396994,False,False,False,False,False,
1495364942303801352,False,False,False,False,False,
1353660938373767168,False,False,False,False,False,
1486327178157559810,True,True,False,False,False,
1389283463690440706,False,False,False,False,False,
1359070863899971584,True,True,True,True,True,
1422927465710751747,False,False,False,False,False,
1334468311078363140,False,True,False,False,False,
1418967514239938561,False,False,False,False,False,
1251500949421555715,False,False,False,False,False,
1436012687612317701,False,False,True,False,False,
1484867131229548549,False,False,False,False,False,
1444316009041694723,False,False,False,False,False,
1439246974428008453,False,False,False,False,False,
1419740518792286214,False,False,True,False,False,
1429420718366806017,False,False,False,False,False,
1264951689787977730,False,False,False,False,False,
1469366888077705227,False,False,False,False,False,
1435827260339023872,False,False,False,False,False,
1469351308838805511,False,False,False,False,False,
1430886964367032320,False,False,False,False,False,
1408380402755067915,False,False,False,False,False,
1382041855508897792,False,False,False,False,False,
1482079234852110337,False,False,True,True,False,
1447104448497700867,False,False,False,False,False,
1339541998647336961,False,False,False,False,False,
1364690291203190784,False,False,True,False,False,
1478325754307960833,False,False,False,False,False,
1493950833192357891,False,False,False,False,False,
1446142768712089604,False,False,True,True,False,
1405550922676281345,False,False,True,False,False,
1375010500866621440,False,False,False,False,False,
1489621793736376324,True,False,False,False,False,
1306682231990222857,True,False,False,False,False,
1420042757846884360,False,False,True,True,False,
1500602236044718087,True,False,False,False,False,
1476523541088645123,False,False,False,False,False,
1443303051893301248,False,False,False,False,False,
1292607661352144899,False,False,False,False,False,
1313890510134808576,True,False,False,False,False,
1366163012281905157,False,False,False,False,False,
1429231763956637699,False,False,False,False,False,
1345120398560681987,False,True,False,False,False,
1401073399607304194,False,False,False,False,False,
1415765462743388169,False,False,True,True,False,
1453317717264642055,False,False,True,True,False,
1353024757579608069,False,True,False,False,False,
1429192099400978438,False,False,False,False,False,
1463787374387806210,False,False,False,False,False,
1440350422179344393,False,False,True,False,False,
1283153006737981440,False,False,False,False,False,
1488992011814383623,False,False,False,False,False,
1442220439049162758,True,False,False,False,False,
1452175042213732354,False,False,False,False,False,
1449313240664715265,False,False,False,False,False,
1470775005818630156,False,False,False,False,False,
1476620796428701701,True,False,False,False,False,
1432719371743465483,False,False,False,False,False,
1439039765182046211,False,False,True,False,False,
1458892818324336652,False,False,True,False,False,
1427653470010675202,False,False,False,False,False,
1348544333046312962,False,True,True,True,False,
1475443375755214850,False,False,True,False,False,
1506754148821348353,True,True,True,True,False,
1471004724438745088,False,False,True,True,False,
1459180134469189638,False,False,False,False,False,
1310234855997874183,False,False,False,False,False,
1393015610557206531,False,False,True,True,True,
1433929440640356353,False,False,False,False,False,
1448972018100092928,False,False,True,False,False,
1346158158406971393,False,False,False,False,False,
1387218615603171329,False,False,False,False,False,
1492957218232229892,False,False,False,False,False,
1441296093912834050,False,False,False,False,False,
1436394076715225106,True,False,True,False,False,
1335949141235654661,False,False,False,False,False,
1456758198204051463,True,False,False,False,False,
1460275272209604616,False,False,False,False,False,
1447770532016009217,True,False,True,True,False,
1454638351118749697,False,False,True,True,False,
1344585223816826880,False,False,True,False,False,
1237381663803334656,True,False,False,False,False,
1353263117048942592,False,False,False,False,False,
1312359216108244995,False,False,True,True,True,
1479590822672805891,False,False,True,True,False,
1421033597721579520,False,False,True,False,False,
1319391659407364098,False,False,False,False,False,
1504789249257709571,True,False,True,False,False,
1491886227552931847,False,False,True,True,False,
1443684016205479939,False,False,False,False,False,
1471555648034951175,True,True,False,True,False,
1439897447069855745,False,False,False,False,False,
1293218149089841159,False,False,False,False,False,
1430637224283021316,True,False,False,False,False,
1335323415801180160,False,False,False,False,False,
1334618868359237632,True,False,True,True,False,
1356888825319071744,False,False,False,False,False,
1467808101483089935,False,False,False,False,False,
1364144606569521160,True,False,False,False,False,
1459192396588138497,False,False,False,False,False,
1456921394990682114,True,False,False,False,False,
1478822151297937408,False,False,True,True,False,
1415719168633151490,True,False,False,False,False,
1471811715696312328,False,False,False,False,False,
1430598170380316673,False,False,False,False,False,
1349807195475603456,True,True,True,False,False,
1429419076238065669,True,False,True,True,False,
1331453383753019393,True,False,False,False,False,
1400151275518545926,False,False,False,False,False,
1333520559444004864,False,False,False,False,False,
1417741442710179841,False,False,False,False,False,
1368581076323622912,True,True,False,False,False,
1488596879084765184,True,True,False,False,False,
1437065275967475712,False,False,True,False,False,
1410741225464811522,False,False,False,False,False,
1394716292922454019,False,True,False,False,False,
1323506730844770306,True,True,False,False,False,
1227364008761741318,False,False,False,False,False,
1478100418920161282,True,False,False,False,False,
1330340306043215873,False,False,False,False,False,
1438964926496788485,True,False,True,True,False,
1418130059907452930,False,False,False,False,False,
1349080992691183617,False,False,False,False,False,
1364827376237092864,False,False,False,False,False,
1346534183615791110,False,False,False,False,False,
1486724402074963985,True,False,False,False,False,
1479124779739324416,False,False,False,False,False,
1467263387985924105,True,False,False,False,False,
1311559886694739968,False,False,False,False,False,
1430797411102953475,False,False,False,False,False,
1327052701004337153,False,False,False,False,False,
1428430949541367811,False,False,False,False,False,
1436344384904126502,False,False,True,False,False,
1381952611872571393,False,False,False,False,False,
1383952567596552195,False,False,False,False,False,
1443648048387825666,True,False,False,False,False,
1443489736581074946,False,False,False,False,False,
1435610510678970370,False,False,True,False,False,
1446260132694970370,False,False,False,False,False,
1345299495400169472,False,False,False,False,False,
1372497060637855750,True,False,False,False,False,
1439353595149918212,False,False,True,False,True,
1387037716538290177,False,False,False,False,False,
1485705700177235971,False,False,False,False,False,
1423759341430218754,True,False,False,False,False,
1476949300546469891,False,False,True,True,False,
1468175457799581702,False,False,False,False,False,
1246318221319262208,False,False,False,False,False,
1405228662681751557,False,False,True,True,False,
1472130684349255687,False,False,True,True,False,
1381084797372628992,False,False,True,False,False,
1415794398739238914,True,False,True,False,False,
1469031761229320192,False,False,False,False,False,
1451956656590532608,False,False,False,False,False,
1381324322925654019,False,False,True,True,True,
1362775265995333633,False,False,False,False,False,
1308761450157150208,False,False,True,False,True,
1456695261603024907,True,False,False,False,False,
1418617119873413121,False,False,False,False,False,
1438105133922066439,True,False,True,True,False,
1417872642456043521,False,False,True,True,False,
1390709332657020934,False,True,False,False,False,
1452524927513505802,False,False,False,False,False,
1377022797302673409,False,False,True,False,False,
1478466459869368320,False,False,False,False,False,
1419310067342479366,False,False,False,False,False,
1486695161308631047,False,False,False,False,False,
1237873590227185665,False,False,False,False,False,
1477623314218553346,False,False,False,False,False,
1321052459129851904,False,False,False,False,False,
1478010497207263233,True,False,False,False,False,
1436415072973250565,True,False,False,False,False,
1470759729047777286,True,False,True,True,False,
1459247654618030080,False,False,False,False,False,
1445772062639812613,False,False,False,False,False,
1481913546371907584,False,False,True,False,False,
1479563527337697280,False,False,True,False,False,
1435291266833657858,True,False,False,False,False,
1421952846161981448,False,False,False,False,False,
1251467245194182656,False,False,True,False,True,
1433888102330863642,False,False,True,False,False,
1422673735660851202,False,False,False,False,False,
1451179506798981122,False,False,True,False,False,
1422581699783708678,False,False,True,True,False,
1470770674583093251,True,False,False,False,False,
1502293934466162691,False,False,False,False,False,
1371480145081597958,False,False,False,False,False,
1447298569828974593,False,False,False,False,False,
1453347951049428992,False,False,False,False,False,
1466497164864016388,True,True,False,False,False,
1488996892243415043,True,False,False,False,False,
1415746930131574787,False,False,False,False,False,
1450970265014390784,False,False,True,False,False,
1468219441980784646,False,False,False,False,False,
1465438079272075276,False,False,False,False,False,
1470461624502861828,False,False,False,False,False,
1447861149588983811,False,False,False,False,False,
1444610055186391040,True,False,False,False,False,
1371424168084971525,False,False,False,False,False,
1455244414251569154,False,False,False,False,False,
1471537580365819904,False,True,False,False,False,
1428398608588713992,False,False,False,False,False,
1503708330048466945,False,False,False,False,False,
1479164738152112133,False,False,False,False,False,
1419223887221567489,False,False,True,True,False,
1417887560408391680,False,False,False,False,False,
1448685611053981702,False,True,False,False,False,
1460206531622932480,False,False,False,False,False,
1361057964585533446,False,False,True,False,False,
1263098765189148674,True,True,True,False,False,
1260618555009220609,False,False,True,True,False,
1464948675164184576,False,False,True,False,False,
1447964433708462086,False,False,False,False,False,
1308137341064806405,False,True,False,False,False,
1412780496287940610,False,False,False,False,False,
1473317717168074770,False,False,False,False,False,
1350736111858028544,False,False,False,False,False,
1347161848597147652,False,False,False,False,False,
1490631665164640256,False,False,True,True,False,
1455887655930146823,False,False,True,True,False,
1325934311099559938,False,False,False,False,False,
1310194141683494913,True,False,True,False,False,
1316831636328263683,False,True,False,False,False,
1450875166330867716,False,False,False,False,False,
1438090182432104453,True,False,True,True,False,
1417234761836339203,False,False,True,True,False,
1423210065226608642,False,True,False,False,False,
1443160053545148421,False,False,False,False,False,
1462527829925675009,False,False,False,False,False,
1366242410167205888,False,False,True,False,True,
1400177931830300672,False,False,True,False,False,
1469094759499243526,False,False,False,False,False,
1386029542221955073,False,False,False,False,False,
1472030969599254528,True,False,True,False,False,
1443295351138553864,False,False,False,False,False,
1317203958692274178,True,True,False,False,False,
1017087023591710721,False,False,False,False,False,
1454100191452270592,False,False,True,True,True,
1398980423791820800,False,False,False,False,False,
1334147365486424066,False,False,False,False,False,
1448905291404304385,False,False,False,False,False,
1487412305138798596,False,False,True,False,False,
1282697901983006725,False,False,False,False,False,
1452671338229948416,True,False,False,False,False,
1455466680595980296,True,False,False,False,False,
1255464683252977666,True,False,True,True,False,
1458513674650464259,False,False,False,False,False,
1351277627324116994,True,False,True,True,True,
1411062501408661507,False,False,False,False,False,
1477612957890662402,False,False,False,False,False,
1412422242722582533,False,False,False,False,False,
1476837531312443417,True,True,False,False,False,
1406995090715942916,False,False,False,False,False,
1328248705657544704,False,False,True,False,True,
1437611558352343047,False,False,False,False,False,
1479731885836320769,False,False,False,False,False,
1478029691390988290,False,False,False,False,False,
1413206462680211461,False,False,True,True,False,
1446060024304963585,False,False,False,False,False,
1263053545571520513,False,False,True,False,False,
1237817890331660290,False,False,False,False,False,
1338590901061496835,False,False,True,False,False,
1488235745022259205,True,False,False,False,False,
1463083855200595968,False,True,False,False,False,
1371785209125990403,False,False,True,False,False,
1309942570517237760,True,True,False,False,False,
1466554667735961602,False,False,False,False,False,
1264563538045079553,False,False,False,False,False,
1354786732449869824,False,False,False,False,False,
1426256174064685056,False,True,False,False,False,
1441347018832629760,False,False,False,False,False,
1460220402861551617,False,False,False,False,False,
1405513936485629961,False,False,False,False,False,
1475466140877037571,False,False,False,False,False,
1239687279376990209,False,False,True,False,True,
1385895056729591813,True,False,False,False,False,
1394023794763776000,False,False,False,False,False,
1467082712062345219,True,False,False,False,False,
1392785310413725697,False,False,False,False,False,
1452092297517088768,False,False,False,False,False,
1374809661900218378,True,True,False,False,False,
1433311427390017536,True,False,False,False,False,
1405545009127034884,False,False,False,False,False,
1437064835599044608,True,False,True,False,False,
1458394188530298883,False,False,False,False,False,
1414020705801445380,False,False,False,False,False,
1242034750795243521,False,True,False,False,False,
1380974200777756680,False,False,True,False,False,
1481221287557369858,False,False,False,False,False,
1222544462301351936,False,False,False,False,False,
1428090930779893763,False,False,True,False,False,
1465570256416477185,False,False,False,False,False,
1450458360093061121,False,False,True,False,False,
1227676048105574400,False,True,False,False,False,
1431969787668746247,False,False,True,True,False,
1439385151008657413,False,False,False,False,False,
1356676063871533063,False,True,False,False,False,
1435728611319894017,False,False,False,False,False,
1494242753093398531,False,False,True,True,False,
1465390004948066306,False,True,False,False,False,
1482021235705929735,False,False,False,False,False,
1339068178224345090,False,False,False,False,False,
1458910531788722176,False,False,True,False,False,
1461927573575933956,False,False,False,False,False,
1472029375977644034,True,False,False,False,False,
1477350100552855553,False,False,False,False,False,
1442198089054384131,True,False,True,False,False,
1478735745573695490,True,False,False,False,False,
1363448221339648000,False,False,True,True,True,
1358503747006136325,True,True,False,False,False,
1411701158071123974,False,True,False,False,False,
1474381760070836230,True,False,False,False,False,
1487185570732584962,False,False,True,True,False,
1461248433227018244,False,False,False,False,False,
1389263212357505027,False,False,False,False,False,
1394495958491226114,True,False,False,False,False,
1473967157247725569,False,False,False,False,False,
1338780916467052547,False,False,False,False,False,
1461434484994174980,True,False,True,True,False,
1386355487684407304,True,False,True,False,False,
1307966118267629568,False,False,False,False,False,
1385889463478403074,False,False,False,False,False,
1478833729418129408,False,False,True,True,True,
1336690191206129667,False,False,False,False,False,
1407600699500859392,True,False,False,False,False,
1418639499068854272,False,False,False,False,False,
1447272292602494979,False,False,False,False,False,
1488837474591907843,False,False,True,False,False,
1442838435182567425,False,False,False,False,False,
1313130743615442944,False,False,False,False,False,
1479117154553266178,False,False,False,False,False,
1045220462580494336,False,False,True,False,True,
1467451656052817921,True,True,False,False,False,
1417983921313226755,False,False,True,False,True,
1442606219940741123,False,False,False,False,False,
1502759456983068672,False,False,False,False,False,
1358880942417469441,False,True,False,False,False,
1490245459746729985,False,False,False,False,False,
1402868286816129028,False,False,True,True,False,
1343278090198376451,False,False,False,False,False,
1262699233112621056,False,True,False,False,False,
1451811118515687424,False,False,False,False,False,
1301834629419339777,False,False,False,False,False,
1436041947228131329,False,False,False,False,False,
1489291597669969922,True,False,False,False,False,
1480922818963517440,False,False,False,False,False,
1356532748211650560,True,True,False,False,False,
1338915902495002624,False,False,False,False,False,
1479872712843665409,False,False,False,False,False,
1412066875886944259,False,False,True,True,False,
1403454072280190977,False,False,True,True,False,
1445815970077962241,False,False,True,False,False,
1430276144176287752,False,False,True,True,False,
1379556414742540289,False,False,False,False,False,
1476291796363661313,True,False,True,False,False,
1425596464059895810,False,False,False,False,False,
1478473107954360326,True,False,False,False,False,
1432966439770759170,False,False,False,False,False,
1377564210733924353,False,False,False,False,False,
1472906598305701892,True,False,False,False,False,
1409665655687704577,False,True,False,False,False,
1379964351973588993,True,True,False,False,False,
1453774958555979781,False,False,False,False,False,
1342174967807533057,False,False,False,False,False,
1428151339440349186,False,False,False,False,False,
1434955296837971970,False,False,True,True,False,
1495499199454093320,False,False,True,False,False,
1468680024802869249,False,False,False,False,False,
1381262454165024770,False,False,False,False,False,
1447429409212829696,True,False,False,False,False,
1307234658300682240,False,False,False,False,False,
1470416475345334280,False,False,True,False,False,
1481054861785509891,False,False,True,False,True,
1477954215179956230,False,False,False,False,False,
1467991609333760002,False,False,False,False,False,
1488988297690955776,False,False,False,False,False,
1248614128815501315,False,True,False,False,False,
1377340109935230976,False,False,False,False,False,
1450530424858554379,False,False,True,True,True,
1453391085947035655,False,False,False,False,False,
1387516705262477312,False,False,False,False,False,
1308348889683177472,False,False,False,False,False,
1417183084387131402,False,False,False,False,False,
1484407760766787587,False,False,False,False,False,
1471999738979536902,False,False,True,True,False,
1465450240849420302,False,False,True,True,False,
1406717516123103235,False,False,False,False,False,
1495756353788387334,False,False,False,False,False,
1473646250293698562,False,True,True,False,True,
1473692357543485442,False,False,False,False,False,
1418003473703055366,True,False,False,False,False,
1408147047358812160,False,False,False,False,False,
1451941344872648706,True,False,True,True,False,
1325691112380461057,False,False,False,False,False,
1348984341699952641,False,False,False,False,False,
1450684823178076161,False,False,False,False,False,
1337449541319217160,True,False,False,False,False,
1369036851990982661,False,False,False,False,False,
1421460528031956992,False,False,True,True,False,
1312130797369917442,False,False,True,True,True,
1341369062308392960,False,False,True,True,False,
1470735621920542721,False,False,False,False,False,
1419367783960350728,False,False,False,False,False,
1453710304458772480,False,False,False,False,False,
1500495691755540494,False,False,False,False,False,
1412012749866115073,True,False,False,False,False,
1316105372420247553,True,False,False,False,False,
1471228491924389898,False,False,False,False,False,
1422603573301587968,False,False,True,True,False,
1437318712307056645,False,False,False,False,False,
1355844589836500992,False,False,False,False,False,
1481730392570929154,False,False,False,False,False,
1357029476786450437,False,False,True,False,False,
1420837978528755719,False,False,True,False,False,
1322888571834015746,False,False,False,False,False,
1306945074484346883,False,False,False,False,False,
1436345985819631628,False,False,False,False,False,
1362900617883250693,False,False,True,False,False,
1497147883673563158,True,False,False,False,False,
1325950427947433984,False,False,False,False,False,
1409861928667787272,False,False,False,False,False,
1416680339200675844,False,False,False,False,False,
1315566650519891968,False,False,True,False,False,
1355881029316304896,False,False,False,False,False,
1452187092478570497,False,False,True,True,False,
1300852270033063936,False,False,False,False,False,
1267092329904640000,False,False,True,True,False,
1404505126275010560,False,False,True,True,False,
1491345485596364805,False,False,True,False,False,
1283863548620230657,False,False,False,False,False,
1472981224889192459,True,True,False,False,False,
1451644374014730241,False,False,False,False,False,
1480462481252405249,False,False,False,False,False,
1457266945166823434,True,False,False,False,False,
1449485676156698627,False,False,False,False,False,
1488908207301013505,False,False,False,False,False,
1396106040559669249,True,False,False,False,False,
1450582769524957184,True,False,False,False,False,
1452191698096951297,True,False,False,False,False,
1460356750016659460,True,False,False,False,False,
1353773267841114112,False,False,True,False,True,
1354321626901393411,False,False,False,False,False,
1443289837650468868,False,False,False,False,False,
1244648000720437256,False,False,False,False,False,
1451865758036893707,False,False,False,False,False,
1430278788278099968,False,False,False,False,False,
1478026250283360267,False,False,True,False,True,
1380840082152828937,False,False,False,False,False,
1421474942449819653,False,True,False,False,False,
1343594910197420033,False,False,False,False,False,
1478835002112630792,False,False,True,True,False,
1495824566328901637,False,False,False,False,False,
1467370549693366276,False,False,False,False,False,
1455980873749307396,True,True,False,False,False,
1344282336133836803,False,False,True,True,False,
1279737765731729408,False,False,False,False,False,
1282613326384693248,False,False,False,False,False,
1236611159207395331,False,True,True,False,False,
1453740860642824193,False,False,False,False,False,
1272508599869362177,False,False,False,False,False,
1433664821916995585,True,False,False,False,False,
1444322123862925321,True,False,True,True,False,
1460163366027206664,True,False,False,False,False,
1351945812973117443,False,False,False,False,False,
1455259282073657344,False,False,False,False,False,
1431285252773892096,False,False,False,False,False,
1366714335502942208,True,True,False,False,False,
1451217997847318537,True,False,True,True,False,
1448920125978169353,False,False,False,False,False,
1466440013055414280,False,False,False,False,False,
1259381940542681088,False,True,False,False,False,
1473156279128440832,False,False,True,True,False,
1489373519460945922,False,False,False,False,False,
1455920590909489163,False,False,False,False,False,
1423186397855367169,False,False,False,False,False,
1407689204029661189,False,False,False,False,False,
1488189682752106499,False,False,False,False,False,
1363212222747525122,False,False,False,False,False,
1420009166962315264,False,False,False,False,False,
1390996304264896514,False,False,False,False,False,
1476993677876731911,False,False,True,True,False,
1465944245878022148,True,False,False,False,False,
1450401034648657930,True,False,False,False,False,
1452959900729028614,True,False,False,False,False,
1436724889239621636,False,False,False,False,False,
1449077006176595968,True,False,False,False,False,
1301332300362330114,False,False,False,False,False,
1430178673806688258,False,False,True,True,False,
1323588051151585281,False,False,True,False,False,
1213207338695483393,False,False,True,False,True,
1475216596444479490,False,False,False,False,False,
1419127845037637636,False,False,False,False,False,
1420464298481049604,False,False,False,False,False,
1422625332411179009,False,False,False,False,False,
1343650471093927936,True,False,True,False,True,
1359633065799258113,False,False,True,True,False,
1364339055618580482,False,False,False,False,False,
1243449197032071168,True,True,False,False,False,
1428205973991268352,True,False,False,False,False,
1476633461482037249,False,False,False,False,False,
1482013314939080706,False,False,False,False,False,
1487918898531942407,False,False,False,False,False,
1402981707826012162,False,False,False,False,False,
1314520306044764161,False,False,False,False,False,
1333361040411807745,False,False,False,False,False,
1476598990980452358,False,False,False,False,False,
1411960305278668800,False,False,False,False,False,
1490517791132192768,False,False,False,False,False,
1475812730078736390,False,False,False,False,False,
1356891427716931589,False,False,False,False,False,
1468503345816084484,False,False,False,False,False,
1478930579123015682,False,False,False,False,False,
1443863563563683840,True,False,False,False,False,
1289596766204112896,False,False,True,False,False,
1237065179810148354,False,True,False,False,False,
1478747878961168391,False,False,True,True,False,
1433420615650775042,False,False,True,False,False,
1408437779927867392,False,False,False,False,False,
1447927690711945229,False,False,False,False,False,
1487912134059208707,True,False,False,False,False,
1365037030787457024,False,False,True,True,False,
1443237621224857602,False,False,False,False,False,
1294090013072916482,False,False,False,False,False,
1443534430040207360,False,False,False,False,False,
1480504972659900417,False,False,False,False,False,
1442938672219766784,False,False,False,False,False,
1283866149281771520,False,False,False,False,False,
1238928070733676545,False,True,False,False,False,
1483661656299384835,True,False,False,False,False,
1463548052568952835,False,False,False,False,False,
1443579667852652546,False,False,True,False,False,
1476271280794001413,True,True,False,False,False,
1340419956245086208,False,False,True,False,False,
1454888771762147329,False,False,True,True,False,
1486775820005912585,True,False,False,False,False,
1351095698188611584,False,False,False,False,False,
1476262523108306956,False,False,False,False,False,
1483569420547104774,False,False,False,False,False,
1479276496082460678,False,False,False,False,False,
1423551484176781315,True,False,False,False,False,
1458303099492253700,True,False,False,False,False,
1409901925240348676,False,False,True,False,False,
1352935645673566208,False,False,False,False,False,
1327228693794742272,True,False,True,False,False,
1457097959430975490,False,False,True,False,False,
1437810842570051585,False,False,False,False,False,
1480867464317702149,False,False,False,False,False,
1419611256454066176,False,False,False,False,False,
1427175398878683138,False,False,True,True,False,
1475113806607040519,False,False,False,False,False,
1360256243022102532,False,False,True,False,True,
1423293588025135121,True,True,False,False,False,
1405898601381965830,False,True,True,False,False,
1390553513927794690,True,False,False,False,False,
1358863075416367110,False,False,False,False,False,
1403434418346278920,False,False,False,False,False,
1402745012895555593,False,False,True,False,False,
1452002470197137414,False,False,False,False,False,
1480283910261157890,True,False,False,False,False,
1481576641210232836,False,False,False,False,False,
1481320597376450568,True,False,False,False,False,
1475907156381687819,False,False,False,False,False,
1487471234979934209,True,True,False,False,False,
1347208188681211907,True,False,False,False,False,
1435286054127476736,True,True,False,False,False,
1434795629943918592,False,False,False,False,False,
1479187847202619394,False,False,False,False,False,
1360352790577623046,False,False,False,False,False,
1348398939737882628,False,False,True,True,True,
1431206951178878978,False,False,False,False,False,
1486417380859392002,True,False,False,False,False,
1363911766414090242,False,False,True,False,False,
1341800784166576128,True,False,False,False,False,
1448658021324754952,True,False,False,False,False,
1399839846571642884,False,False,False,False,False,
1495043130625863685,True,False,False,False,False,
1308769736713555968,True,False,False,False,False,
1448476214646251521,False,False,False,False,False,
1471490245178781702,False,False,True,True,False,
1475232020729053186,False,False,False,False,False,
1309069080821891074,False,True,False,False,False,
1410770535458512897,False,False,False,False,False,
1375243901531942917,False,False,False,False,False,
1448695992346423298,True,False,False,False,False,
1251256381925216259,False,False,False,False,False,
1440788961731874819,False,False,False,False,False,
1357946587381723140,False,False,True,True,False,
1448537405343117320,False,False,False,False,False,
1456269547531501576,True,False,False,False,False,
1480596105662550016,True,False,False,False,False,
1418724240430411780,False,False,False,False,False,
1464199724806946834,False,False,False,False,False,
1445029992493158406,False,False,False,False,False,
1455550363461902338,False,False,False,False,False,
1445467561898885129,False,True,False,False,False,
1454865530737807363,False,False,True,True,False,
1502259391424303109,False,False,False,False,False,
1420646927289442304,False,False,True,True,True,
1478076686721769474,False,False,True,False,False,
1278547382385340417,False,False,False,False,False,
1448311262085980166,True,True,True,False,False,
1255790880516120577,False,False,False,False,False,
1316454198851010560,False,False,False,False,False,
1463656012368564224,False,False,False,False,False,
1280037200432857088,False,True,False,False,False,
1415348885887795200,False,True,True,True,True,
1305315660529127425,False,False,False,False,False,
1394182323269246977,False,False,False,False,False,
