,TWEET_ID,USER_ID,TWEET_TEXT,AUTHOR_COVID,AUTHOR_SYMPTOMS,FAMILY,FAMILY_COVID,FAMILY_SYMPTOMS
10,1344600239190253569,20634492,"Love this #haulageheroes, many truckers like my husband have driven throughout covid, this week through the snow, with facemasks on to make sure we have food, medicine &amp; essentials in our shops. He's working tonight for @sainsburys, the shops would be empty without lorry drivers! https://t.co/D83hEVXbUb",0,0,1,0,0
11,1312400258589171713,1023673566573867008,Promise I don’t have Covid I just put too much sriracha on my fishfimgers,0,0,0,0,0
12,1290985868753346560,19988629,I develop short-lived covid symptoms by walking up a hill. Ask me anything!,0,1,0,0,0
13,1285597526469509121,257437336,“We had our wedding cancelled due to #COVID19 &amp; I’m a #NHS nurse. My fiancé is Mexican Please could u draw us back in Mexico on holiday with sombreros on!”- @AcpGem #keyworkers share ur #bottlemoments &amp; @RMurrayCartoons will draw them for u! #Lockdown #mentalhealth @BottleMoments https://t.co/iF9wGetyrJ,0,0,0,0,0
14,1322296729660698626,1870500607,My mom’s in a really weird mood bc she just tried hugging me (which never happens) so I was like ‘covid! covid!’,0,0,1,0,0
15,1296007361115627521,3345536325,"Imperfect #CovidTesting . Do I diagnose #COVID19 on basis of symptoms only?Yes. Do I say I still think they have Covid when PCR test is negative?Yes. Does test remain positive in some when clinically recovered?Yes. PCR has false negatives and positives, they must be understood.",0,0,0,0,0
16,1294749558069764103,4882662525,"Got an extra COVID test yest as partner (and I, as the day progressed) started to feel unwell including a cough. I get tests weekly but last was Weds. Thankfully results today said we're negative. Likely just rundown but this *IS NOT OVER*. Taking COVID seriously is still vital!",0,1,1,0,1
17,1320653521033826305,252268258,"@virtualnotviral @akhilakn90 @ChrisMillsRD Obviously, Covid has been a huge challenge. I still think I was pretty fortunate in that I’d done so much research before the pandemic happened. Nevertheless it has been a very stressful and emotional time. VirtualNotViral 1/3",0,0,0,0,0
18,1293526747049340928,99343078,@Richard_rail I think we may be glad for COVID on this one? I still have thoughts out to those involved but at least the train wasn't any busier!,0,0,0,0,0
19,1260156888626466816,240871024,My partner’s nan lives in a care home. She was sent to hospital with symptoms but tested negative for COVID-19. Then she was tested again- &amp; tested POSITIVE - after 3 days in hospital she was sent back to the care home. Symptoms have deteriorated &amp; she’s now in critical condition https://t.co/LM35hble4D,0,0,1,0,1
20,1243479138599677952,595418257,"@laurasnapes I'm not allowed in the kitchen incase the symptoms are to do with covid19, can't infect my house mate, he's been bringing me food 😂 can't compliment the food though cause I don't know what it tastes like",0,0,1,0,0
21,1307252170736185345,271964307,"The senior care home which my mom helps run reported cases of covid last monday. I haven't been sleeping easy since . Thanks to the amazing doctors at Stanley and TN govt Health department for taking such good care of Anandam  residents ! @CMOTamilNadu
https://t.co/ZBFRSJgi0t",0,0,1,0,0
22,1274419924769878016,723820321,"I was off work really ill for 3 weeks in March/April, but no Covid-19 test was available for me then. I've now had an antibody test (courtesy of my NHS employer) which is positive.  Would I have still caught the virus if I'd been retired at 60? I don't think so! #BackTo60",0,1,0,0,0
23,1324619447357812741,825439562,So we have finished our self isolation and have been relatively well through the whole testing positive for covid. Unfortunately it took my 93 yrs old nan. She did have a bad heart and a pace maker. RIP nan xx,1,0,0,0,0
24,1324823311063404545,939656203,"@rex_arms ""Feeling fed up on Monday morning? the Covid symptoms you should be checking""",0,0,0,0,0
25,1269171341988593664,23931413,"We really don’t understand #Covid19 . I had the virus in March and was pretty ill , but recovered. I have tested positive for antibodies. My husband isolated with me, looked after me and also developed a cough, but no fever . He tested negative. After prolonged expose . Weird.",1,0,0,0,0
26,1270784282987020288,1479470395,My wife was reading the covid news which included “you can visit someone to have sex.” I looked delighted - so she added certain caveats. Not sure if they’re hers or the governments. Upshot is - I am on an imposed lock-down for the foreseeable!!,0,0,1,0,0
27,1314638347814547456,865962872089833473,@jenkaloid @HowardCCox @FairFuelUK @Iromg Must have covid!,1,0,0,0,0
28,1291447911369396224,132552685,"This covid has really got me, everything tastes the same😭😭I cant even smell if my baby has a poo  💔",0,1,0,0,0
29,1323222595957936128,51138085,Found out someone from work has tested positive for covid and now I don’t know how to feel,0,0,0,0,0
30,1316489566212292608,260493586,Covid beard ended so I channeled my inner #TigerKing https://t.co/kkM9vStl7w,0,0,0,0,0
31,1268610545353060352,64798080,"@RealDeniseWelch I am really struggling too, i have bpd and lost my mum very suddenly to covid on 13th May realityof never seeing her again is hitting home this week #ItsOkayToNotBeOkay",0,0,1,1,0
32,1319604961127354368,1436823744,"so my son is comeing to the end of the 14 days for covid 
(no symptoms) and now its half term how ever i ill be glad when he is back in classes i find it more structurord than 30 min on google class room even my self when i was haveing my english online it was 2 hours of class",0,0,1,0,0
33,1319665159816830976,505008936,"So found out i’m covid positive yesterday felt like shit for few days before not the usual symptoms mine just aching , flu type shit 3 points tonight for the villa perfect pick me up tonic# VTID",1,0,0,0,0
34,1319699044218830850,1264567623091654656,"@lisakeb007 Our son had Covid three weeks ago. 24 and healthy, lost taste and smell and that’s it. Husband and I are fine.",0,0,1,1,1
35,1262434998889709570,1200044861174489088,"@GOLFONEZERO1 @GNRailUK For sure, baby steps though. We've got our weird blue goop in our COVID kits for now 😁",0,0,0,0,0
36,1244213952759902208,1016702595921076226,"I start to panic at COVID-19 posts bc I'm like ""oh no am I displaying symptoms??"" and I'm like no brush you're going into another panic,, just breathe",0,0,0,0,0
37,1341315865325789184,1225174546543792128,Also i got my test results and ur boy is covid free toot toot 🥳 still feels like shit tho,0,0,0,0,0
38,1268251678354157575,305852051,@Youdontknowwwww @gdawson51 @GaryLineker I think the Woke - 2020 virus beats Covid hands down. Mate you’re terminal,0,0,0,0,0
39,1283105780183568387,15314910,"Since March my partner and I have had almost no income, had COVID, she's having x-rays and CT scans and been put on an inhaler and can barely walk around the block, we asked for a rent reduction and it was hiked instead, and can't logistically move home. But we're alive damn it!",1,0,1,1,0
40,1278639093505810433,575633534,"@Carer49 I was lucky the time that I think I had covid was during a weekend when my son was as respite, this was well before covid was being talked about as a problem in this country",1,0,1,0,0
41,1311000023203819524,216724050,"@Pete_Allison @BBCLeeds Hey Pete, you been watching the @nhsleeds Covid-19 Facebook live session? I think you have your new radio star with Dr @BeingMo 👌🏻",0,0,0,0,0
42,1322487755906129920,890208270132137984,"I’ve had a positive Covid-19 test though fortunately I don’t have any of the usual reported symptoms.

Will now have to self-isolate for Ten days and avoid work and my usual outdoor exercise.

It’s not been the best week to put it mildly. Just be sensible and wear a mask People.",1,0,0,0,0
43,1311653197535207424,2846950220,"My wee maw just sent me a Covid care package, and tbh I think she's trying to fatten me up.

I'm totally OK with it. https://t.co/NjQWArbjTY",0,0,0,0,0
44,1314668017121472513,2479672976,"If you hadn't noticed we've been closed this week. Tommy my 19yr old Autistic Son was tested postive for Covid last weekend so we are all isolating at home. Tommy seems O.K., I keep asking him ""how you feeling Tommy"" ?? his stock answer is ""I can't taste my Mars bar."" https://t.co/Cq0AwTMARw",0,0,1,1,0
45,1245708282565726209,1057591630751039488,@rohana_mir 3 weeks ago I phoned my hospital to say I was self isolating as my daughter had COVID-19 Sx. I asked for a phone consult; the consultant didn’t do them. Fast forward 3 weeks and my re-scheduled appointment was via the phone. How quickly he learned!,0,0,1,1,0
46,1296848959982510090,196554607,"My finances have been hit by covid so I've had to make serious cut backs. Seems so wrong that its green &amp; ethical choices that have to go - more ethical supermarket, veg box, refills, plastic alternatives are all unaffordable. This short term profit driven system is so messed up.",0,0,0,0,0
47,1252531488329019397,182509585,@sue_butcher10 @MrsCParry @YouthVoiceMbro I think we have a game changer here! Our valuable children ❤️  #COVIDー19 #middlesbroughchildrenmatter https://t.co/UNezqtoiBh,0,0,1,0,0
48,1251300389682581505,239108814,"@LaurenFlans How are we doing - my older sister and her husband have tested covid positive, my baby sister is working on a covid ward, I've had it and am working in a grocery store. But my favourite gay bar is streaming old Eurovision and europop, so this Friday night is excellent!",0,0,1,1,0
49,1313968843476348929,2920183187,"A boy has been off for 2 weeks. Family member tested positive for covid so he isolated. Now he is positive and off for another 10days at least. However hard schools try, his education will not be the same as those attending school. 1 month lost. Exams aren’t a fair playing field.",0,0,0,0,0
50,1241659975828676608,82448270,"In a world where we have Covid 19, I am thankful to still be able to eat a bacon buttie! Happy Mother’s Day To Me! 😂🥓🙌🏼 https://t.co/LMJ3IBxJtA",0,0,0,0,0
51,1343984174085136385,311045045,"COVID DAY TEN🙌

Over the past 10 days I have:
✂️Chopped my hair
💉 Pierced my forward helix.. ouchie!
🙏Prayed
🎶Praised
📖 Read
🥸 Dyed my eyebrows
💤 Slept.. a lot
🍭 Got to level 1511 on Candy Crush

Oh.. and..
🦠Beaten Covid

• I pray for a healthier 2021!🥳 https://t.co/wO8B4RKynu",0,0,0,0,0
52,1344044404693213187,85893555,"Thiiiis 👇🏻

After our Covid tests were positive I was concerned people would think we’d been flouting the rules. Which we haven’t (and it looks like we picked it up in Lidl). https://t.co/VA1KhJktN1",1,0,0,0,0
53,1255650205753638914,778980238076309508,@davidicke My mother died two days ago. She was ill but I do believe that something akin to what described as Covid killed her. I’ve followed u for many years and agree much more behind all of this but doesn’t make it easier. Respect,0,0,1,1,0
54,1305427437157785600,1293107950584766464,@twitt_twoo72 Be careful it’s not covid my pal copped it yesterday albeit mild symptoms but family to isolate after test today,0,1,1,0,0
55,1284759641466052608,1327317558,Son had a fever so first coronavirus test of my life done (no one has Covid but we all have a cold now...). Pretty speedy and efficiently organised - results arrived overnight. Very impressed.,0,1,1,0,1
56,1313177890608099328,459310999,"Have had to drop off OS this evening I'm afraid. My kids and wife got COVID19 tests on Sat morning (with mild symtoms, nothing dramatic). The test centre said results likely within 24hrs. So we're self-isolating at home, checking email every two minutes &amp; homeschooling once more",0,0,1,0,1
57,1263105224123625480,51477718,"Further to 👇 we now have 45 #COVID19 projects registered on our @Leic_hospital #clinicalaudit programme👍 

I've had a few queries from colleagues outside UHL on this so I've posted a redacted version of this on the @nqican #NNSF. 

https://t.co/iVTLm6upki

#staysafe #OneTeam https://t.co/LWDWOWYjWb",0,0,0,0,0
58,1313046800811597826,719243967318093824,"I haven’t even been at uni for 2 weeks and I have already got COVID-19, was it really worth the risk and the move for 45 minutes face-to-face a week? No, no it fuckin isn’t😴😴😴",1,0,0,0,0
59,1341665440905478144,973631075183407106,@KJamG4 My sister had cold symptoms and nothing to suggest it was covid. She took a test to be sure and was positive...,0,0,1,1,1
60,1341756889051377670,17896240,"Today in December news: a positive Covid test in the family means we all have to isolate for Christmas 

Fun twist: family member probably caught it from a funeral director when they were planning the funeral of another close family member

Fuck this",0,0,0,0,0
61,1267694189279617026,4011750389,"@cerysamorgan1 I had all symptoms of covid. Had a finger prick antibodies test the week after and was igG and igM positive. My blood serum came back negative, now confused!!",0,1,0,0,0
62,1335282511140823042,872402007327485957,Fleecing fans during these trying times is wrong. Considering the positive PR the club has had during Covid I feel this is a backwards move. #chelsea #chelee #epl #ChelseaFC https://t.co/8wbG8Op1US,0,0,0,0,0
63,1335322027993993218,257734253,"We’re 5 days in to isolation, so far I’ve achieved;

Very little. 

No symptoms seems to be a win though 🦠 

#covidisolation",0,0,1,0,0
64,1275414844443889664,847378910643802112,"Today was supposed to be my sister’s wedding day but Covid cancelled plans. I wanted to cheer her up so I decided to bake a Victoria sponge and cupcakes... It is the thought that counts, right? 

Excuse me while I take “baking” off the Spotlight CV https://t.co/NY9Gq44xYO",0,0,1,0,0
65,1328858422650032128,1317207787,"@uk_virgo2020 When I posted video with apple juice tested positive for covid I had replies like: ""It can be in water"", ""It can be everywhere"", ""He drunk from the bottle before""... They are insane, blind or paid by government... 🙄",0,0,0,0,0
66,1261358005380984832,1089210221984137216,My great uncle has dementia and is now in hospital fighting covid-19. So tonight we #clappedforcarers &amp; quizzed to raise funds for vital dementia research. Thank you to everyone who is helping on the front line but also to those helping charities survive during this tough time.❤️ https://t.co/cFIzgXS4RQ,0,0,1,1,0
67,1257467641607921667,2330365875,"@jenbrea I was finally in remission with ME/CFS for 4 months. Had covid symptoms March 13th. House bound again, fatigue, pain, PEM, loss of speech, neuro pain, can’t walk far, but no foggy brain . Not sure I can cope with house/bed bound 24/7 again! I just want to be fit and strong!",0,1,0,0,0
68,1298566605400670211,50618175,"@NHSEnglandLDN I ordered covid home test kits for me and my house mate on Monday, as I start a job Sunday. You guys failed to process the order and now there’s none left. I call to try and sort it and I got, “well keep trying the website” THE WEBSITE THAT DIDNT PROCESS MY ORDER?",0,0,1,0,0
69,1272564690523172865,1313022991,"I'm seeing a lot of anxiety about being out and about with Covid still about.

Both myself and my husband have worked the whole thing with no hope of isolating due to what we do. We've both been fine, but we've also both been VERY careful.",0,0,1,0,0
70,1262703675425906695,450605547,So glad my Dad’s COVID test came back negative! 🙌🏽,0,0,1,0,0
71,1287467097220669449,383741357,Covid give me 4 extra months with my baby after maternity and I am still traumatised she is starting creche tomorrow 😭😭😭💔 #stalkerMummy #missHerAlready,0,0,1,0,0
72,1254381067903143937,602370810,"My wee granny got admitted to hospital yesterday with COVID symptoms, been so stressed out worrying about her. Today her COVID test came back negative 🙏🏼",0,0,1,0,1
73,1333857509837312002,1733208481,The relief I’ve just had now me and Cameron have finally booked our COVID test for holiday 😂 things you have to do to go away nowadays 🙄,0,1,1,0,1
74,1244032920429436932,78342001,I am in full isolation now my husband has covid19 symptom so now we all have to self isolate for 14 days  fell so down and alone right now,0,0,1,0,1
75,1338126085347815431,359010649,Dunno why but I’ve really been in the mood to host a family games night 🌚 need covid to boost asap so we can all sit &amp; scream at each other over articulate and HP trivial pursuit ⚡️,0,0,0,0,0
76,1301884474259648512,1245824883155755010,"@RealDeniseWelch is #ThisMorning’s new virologist &amp; covid spokesperson.
I wonder when she got her qualifications, years of experience &amp; recognition for her work in the field...or perhaps its the profession of failed soap actress shilling her book about her addictions #COVIDIOTS https://t.co/Yw6AIUBpRy",0,0,0,0,0
77,1301956915526860800,102685156,"Covid has affected how we see the Union. Over the last couple of weeks @SamCoatesSky, @Mollie_Malone1 and I have travelled to all four nations to see how the pandemic is starting to reshape the arguments about independence and the future of the UK. https://t.co/jI93qwCBFJ https://t.co/kBFvkxPpr5",0,0,0,0,0
78,1321468652927868930,882148195,"@EUParliament1 @TiceRichard Refer to my response above to Its_A_Mad. 

Essentially, 
As long as covid isn’t suppressed to manageable levels by an effective track and trace; the critical care capacity (staff) would not be able to handle the demand to care for other illnesses as before. 1/2",0,0,0,0,0
79,1246734966010064897,893443143613468672,"#Virtual Houseparty last night with great friends.

Usual catch ups, got silly with filters, discussed how #COVID19 was affecting our roles in public/private sectors.

Bet on virtual National 🐎, but best bit was friends son’s letter to local charity, pledging 🦷 🧚‍♀️ money ! https://t.co/katYREfoXz",0,0,0,0,0
80,1302992243129815040,1187636971805519872,"3 days back at school for my kids, a teacher has tested positive for #COVID meaning my kids have to isolate for 14 days and I have had to move out. @BorisJohnson shouldn’t teachers be wearing PPE",0,0,1,0,0
81,1261516651373031424,859664862611243008,Another one taken by the virus. Her husband was ill with Corona too- “The last time we spoke wasn’t really a goodbye”. RIP Philomina.  https://t.co/kbu5QdiLN4,0,0,0,0,0
82,1304361255956774913,191575573,"Colleague of mine been sent home with covid symptoms, tried to order a test, gov site says “we’re busy” tried to organise a walk in test, “no test sites found” but please remind me again how successful this government has been with testing?",0,0,0,0,0
83,1317781142695706628,58156125,@emmakennytv I was regularly visiting her as we decided as a family I be the one who goes. When she got Covid she was transferred to a nice community hospital and began to improve. Now she’s declined she’s been transferred back to hospital which is locked down 😢,0,0,1,1,0
84,1323588051151585281,248118718,"@NicolaSturgeon tell me this.
A girl in my sons class has tested POSITIVE for Covid-19. Yet my son and daughter can still go to school as normal... and myself work.. another boys mum has tested positive yet son tested negative &amp; he has to self isolate. These masks are working 😷",0,0,1,0,0
85,1335543071262519298,3995885667,"@Stat_O_Guy Husband and I had it in March, his was classical symptoms, mine just the usual cold. Covid19 confirmed by antibody test in May. Our kids (10 and 19) didn't have any symptoms and were never tested. Two of about 500 students I teach had it, both as mild cold.",1,1,1,1,1
86,1334984078077128704,49358758,"@SeymourStrange @SkyNews I literally lost a family member to covid a few weeks ago and we had his funeral this week. I’m also an animal lover and would be devastated if one of my animals died. Mourning a pet doesn’t mean other deaths aren’t important, and it says something of you if you think it does.",0,0,1,1,0
87,1246133222183964673,180130660,I may have played my 7 day COVID-19 joker too early in the game. I may need a lodger/wife/child at short notice over the next couple of months. Must be unsoiled (virus free).,0,0,0,0,0
88,1256321104739569666,2893695460,"Cheers Julie!
My 6-word Covid story:
Intense “dwelling”: family and flavoursome food
..... I nominate @katesang @josstified @DrCarolineBrown and @JoanneSPorter https://t.co/kqBJANlnFi",0,0,0,0,0
89,1263511438385184769,27971421,“I gotta go: it’s my brother’s birthday and I have to dial into his party…” #qotd #justCovidThings #paraphrasing,0,0,1,0,0
90,1284215294634987522,216885321,“never have i ever had covid”,0,0,0,0,0
91,1276513910175260673,866190620,"@AmandaS01279015 @pgwainwright37 @SarahLouise20_ @clm199 @CMO_England I mean, I tested positive for Covid but it doesn’t exist so guess it was the flu.",1,0,0,0,0
92,1323162818376572928,800796518080868353,"My family away From me now have Covid, my mum, dad, brother ahd sister. Meanwhile someone just laughed at them on Facebook for it. I’m done with this Covid idiots pish. Im fucking fuming. Wear a fucking mask and social distance. And don’t laugh like the cunt on Facebook",0,0,1,1,0
93,1252476336146395136,85422237,"Has anyone else bought the Covid-19 home testing kit off Wish?

Got mine yesterday, tested today. 

Apparently I'm pregnant....",0,0,0,0,0
94,1342190257882726400,1245700433529667596,"A little shocked my gran tested positive for covid.  She'll be spending Christmas alone and my family and I are self-isolating.
Desperately hoping my gran doesn't worsen.

#selfisolating #covid19",0,0,1,1,0
95,1306189533998972928,814158627732918273,"@ukxxxboi Could be worse, you could have Covid..... Ive gotta isolate for 2 weeks now 😭😭😭",0,0,0,0,0
96,1344306754092462086,24774585,"So everyone but my brother has a cough in the house. He had COVID a few weeks ago.
*sigh*",0,0,1,1,1
97,1299435197377773568,49687130,"This year has been so scary, had a biopsy which told me I didnt have cancer but bad cells, covid worries and deaths around me. So many other scary things all at the same time. 

Today on my birthday I choose to celebrate life because I am SO thankful and grateful for where I am❤️",0,0,0,0,0
98,1296806584543318017,1290676814185144321,@AskPayPal I sent a dm days ago got a response of a delay due to covid. Ive emailed through my account no response. Ive had a email telling me your closing my account and I have no idea why and cant get through to anybody to discuss. Not happy,0,0,0,0,0
99,1257365339706441734,540499902,"Welp just got news that my Uncle, who has late-stage Alzheimer’s, has tested positive for COVID19. He’s in a care home and my aunt suspects they are neglecting him. He’s going to die. My aunt has put a DNR in place. I don’t know how to feel other than sad and hopeless",0,0,1,1,0
100,1331183781701709824,586461756,"Gerald Kaye @helicalplc kicks off this #EGEvents session on investor priorities post #Covid: “I think we're now seeing this working from home experiment really beginning to fray. There's still going to be agglomeration""",0,0,0,0,0
101,1268097597039919104,936611622524801024,"COVID-19 has clearly shown us the positive impacts reduced transport use can have on CO2 emissions. We work with @tweetinexeter and @CoDeliveryElec to collect bags of WEEE from our customers, meaning zero emission pick-ups and less congestion on roads 🚲 #WorldBicycleDay https://t.co/7yk18kqGD0",0,0,0,0,0
102,1314242318493417473,2413857528,"This is so needed

My girlfriend has had #LongCovid symptoms now for 5 months after we both had Covid. She struggles to breathe most nights, but despite trying over &amp; over again, she has still yet to be seen in person by a GP

Help is desperately needed for the 1000s suffering https://t.co/9myhs0bkPw",1,0,1,1,1
103,1247029503639027721,1053319896405286918,"@uk_domain_names In the last day for which we have data, 6,388 people tested positive for COVID-19 in the UK.

The UK testing capacity is still around 10,000 tests per day, so that means the only people who are getting tests are those who doctors are almost sure have it.

We need more tests. https://t.co/CJlPIWR5Vv",0,0,0,0,0
104,1341757914961338372,1255153600214396929,"Bollocks. Ali’s Covid test just came back positive. That means my Mum and aunty Trish spending Christmas alone. We’ve been so so careful as well. Never without masks, kids included, always carry alcohol gel, stand well apart from others, no unnecessary trips ANYWHERE.",0,0,1,0,0
105,1260174849823125504,438555095,Week 2 since first having COVID symptoms: swabbed and told +ve. I thought I’d have mild symptoms only but the virus has completely wiped me out over the past 10 days. Luckily over the worst and just battling the fatigue element now. Empathy and insight+++ for others recovering.,0,1,0,0,0
106,1263400557567508480,3490026015,@curryspcworld fully understand the Covid situation is delaying things but not sure why I have been hung up on 6 times in the last 2 days by the refund team before even being able to speak to someone especially as my delivery keeps being delayed without being told,0,0,0,0,0
107,1281647060748509186,485678844,"My dog just sneezed and my mum said “sneezing Dolly, I hope you don’t have COVID” cba 😭😫😫🤣",0,0,1,0,0
108,1281695122787368961,326556772,"@DavidStMartinMA @RebeccaCokley @JoannaNoBanana I've been in crowds (pre-COVID), and ableds have actually walked directly into me on my mobility scooter, multiple times. My husband noticed it, too.",0,0,0,0,0
109,1289309605462327298,715896873475772416,So track &amp; trace put my sister in isolation but now with COVID symptoms she is awaiting test results - the sound of her coughing brought back horrid memories of my fight with the virus in March/April - please if out &amp; about leave your details - it could save lives @innovationnwc,0,0,1,0,1
110,1320762901716754440,228213525,@BasilSm62148897 @toolnick61 @Saffiya_Khan1 She had Covid too,0,0,0,0,0
111,1254385705821843461,25327727,"Something I've noticed since the #COVID19 outbreak started... 

@alqaeda have been pretty quiet 🤔",0,0,0,0,0
112,1341447592476090368,1337144717570666496,@janefinney6 I know how you feel. Lost my mum in September (not from covid) then my son and sister caught covid. They are nearly fully recovered now. Sending best wishes to you,0,0,1,1,0
113,1336608554153861121,201192798,"This is lovely - the moment an 81-year-old former NHS worker became the first person to receive the Covid-19 vaccine at Sherwood Forest Hospitals NHS Foundation Trust

https://t.co/HzVAh6Tpvr",0,0,0,0,0
114,1313870897661513728,979782529120075776,The auld boy and his missus have both tested positive for Covid-19. We've no been close for years so I'm sitting here riddled wey guilt coz we're both as stubborn as each other and none eh us have made efforts tae mend fences. Fingers crossed they kicks it in the bawz 💚,0,0,0,0,0
115,1327612289864839168,900406784522936320,"Last night my neighbour passed away in hospital. She had a lung condition &amp; she caught covid. She had been on a ventilator for 3 weeks. Our wee community is in shock. Please keep to social distancing, don’t go anywhere unless you have to. Please wear your masks. RIP Jeanette. ❤️",0,0,0,0,0
116,1319316917946036227,1581144602,"i don’t have to isolate, i’m covid free and i can see my dog and my mum tomorrow. i’m so relieved and happy",0,0,1,0,0
117,1255699379693875200,1148420011498672128,"@tomhatton1 @barra_mac @MattHancock So you want this GP with COVID-19 symptoms to use public transport or hire a taxi?

Think it through...",0,0,0,0,0
118,1267843048593113090,3312965073,@hystericnyoung Nope I ordered the covid top as well,0,0,0,0,0
119,1272850612590383105,561893931,Color’s COVID-19 testing shows most who test positive had either mild or no symptoms https://t.co/VFK6FjnOCP #tech #marketing #technews https://t.co/eRmVNK6WGh,0,0,0,0,0
120,1338125272877559809,1648696826,"So my “COVID safe” trip to @Tate modern is a ducking disaster.  Every time I have observed 2m social distancing marks some rude ignorant twats have taken the opportunity to jump in front of me into the 2m gap I’ve left.

Glad I’m a member and didn’t pay as going home. https://t.co/658NAwznlF",0,0,0,0,0
121,1297529230771847168,1150483409942319108,@mare_hare Praying for you. My mum is also post-covid and in a nursing home as she can't function alone (my dad died of covid a few weeks ago),0,0,1,1,0
122,1306151938556391424,363550785,@VauxEmma I love getting these letters when they have got through - cheers me up especially as since covid I am referred to as ‘Dear Dr Pooled Doctor’ x,0,0,0,0,0
123,1291105159850975235,141129799,Many thanks to @WelshSportAssoc  and especially Andrew Brenton for a very informative webinar on COVID-19 duty of care and compliance tonight #safesquash,0,0,0,0,0
124,1281676421568626688,188879440,@StephenAHenry These guys have done a fantastic job but covid is still there. I'm not letting my shielding Mum ( or neighbours who need something)out shopping just yet.,0,0,1,0,0
125,1285495976136978433,1265227283373142017,At times I feel like I have to 'sell' a Covid-19 test to my patients | Richard Nguyen https://t.co/JLAucYXHTO,0,0,0,0,0
126,1328423938943295492,1477987566,"@MsCCollins1 Im not frightened Carole, personally I’ve already had Covid as has my wife.

But ignorance of key public health measures during a Covid pandemic is dangerous.

But yes, I can disagree with someone and leave it, people see things differently.",1,0,1,1,0
127,1327199326897139713,139443277,"DO NOT have Covid symptoms and go out to friends, family and HOME N BARGAIN before you've had your test. DO NOT blag on social media you're a saint and that you've been so careful and haven't even hugged your household since your 'strict isolation' 🤬 (oh and they're a nurse)",0,0,1,0,0
128,1327354964553953280,105198048,Dont share personal stuff. But my dad has been in hosp last 2wks. Covid and calapsed lungs. Finally got him to move into the cottage on mine. Could do with any ideas or pointed inright direction over safety. Disabled rails. Grabs etc,0,0,1,1,0
129,1245793375917408258,20972605,My sister is a frontline social worker. She's been laid up for 6 days with #COVID19 symptoms. Today paramedics came &amp; took her to hospital. Found reduced lung capacity &amp; suspected viral infection. She's ok &amp; discharged BUT HASN'T BEEN TESTED. Eh? #Clapforkeyworkers &amp; test them! https://t.co/Ynk1Ctawmo,0,0,1,0,1
130,1256869576090009600,1205797935579045888,I am suffering post covid health issues two months on. I also infected my husband. I don’t feel the least bit heroic. Never did. I just want to get back to work and safeguard my future health #COVID__19 #NHSheroes https://t.co/T1Nbod388Y,1,0,1,1,0
131,1307944523918524416,1242015309525061632,#piersmorgan  So my wife works in a school. Has had a Covid symptoms since Saturday. No tests available at test sites or to be sent to home address. On 3rd day of symptoms but can only have a test up to six days of symptoms?,0,0,1,0,1
